name,ranked,fw,fd,mw,md
빅페이스,13,,"274,382USD ",,"16,290USD "
스토미,14,,"114,300USD ",,"14,959USD "
우아륭,1,,"416,475,000JPY ","288,270,000원", 
황금주머니,2,,"1,503,825USD ","237,946,000원", 
대군파워,3,,"922,180USD ",,0AUD 
가온포스,4,,"51,475USD ","408,630,000원", 
스피드이즈칸,5,,"315,015USD ",,"48,935USD "
아멘다,6,,"1,732,000USD ","58,562,500원", 
스카이돌풍,7,,"568,086USD ",,"103,642USD "
로열스마티,8,,"1,083,533USD ",,"19,205USD "
킹메신저,9,,"480,001USD ",0원, 
메니스피드,10,,"1,732,000USD ",,"1,605USD "
컴플리트킹덤,11,,"51,475USD ",,"46,346USD "
레이징엔젤,12,,"163,133USD ","98,521,000원", 
초인볼트,13,,"1,732,000USD ",,0
쾌한예봉산,14,,"1,810,805USD ",,"40,150USD "
프리맥스,1,,"748,000USD ",,"124,571USD "
레전드데이,2,,"748,000USD ",, 
에코빌,3,,"424,600USD ",,"66,445USD "
극기상진,4,,"865,612USD ",,0
돌아온뽀빠이,5,,"1,031,596USD ",,"130,357USD "
멋진왕자,6,,"326,400USD ",, 
별나라신사,7,,"748,000USD ",,0
아이언삭스,8,,"2,283,402USD ",,0
빅트리플,9,,"1,304,800USD ",, 
황금럭키,10,,"1,031,596USD ",,"27,791USD "
적벽신화,11,,"500,435USD ",,"32,776USD "
클린업샤인,12,,"152,440USD ",,"121,880USD "
파노라마선,13,,"148,815USD ",, 
배다리프린스,14,,"1,243,500USD ",,"98,560USD "
어마어마,1,,"301,500USD ",,"148,250USD "
짱콩,2,,"1,359,274USD ",,"270,750USD "
메디치글로리,3,,"794,855USD ",,"70,155USD "
울트라펀치,4,,"742,640USD ",,420USD 
하바나찰리,5,,"251,090USD ",,"23,330USD "
위너골드,6,,"424,460USD ",,"4,900USD "
마스크,7,,"416,475,000JPY ",,0
장산카우보이,8,,"1,037,810USD ",,"46,200USD "
청담지니,9,,"1,319,481USD ",,0
장산파워,10,,"1,732,000USD ",,"160,835USD "
골든게이트,11,,"456,410USD ","10,520,000원", 
해후,12,,"3,084,278USD ","45,600,000원", 
이스트팔로스,13,,"1,146,340USD ",,"250,645USD "
샤크대장군,14,,"1,503,825USD ","420,130,000원", 
엠제이퀸,1,,"1,103,496USD ","39,446,000원", 
햇빛향기,2,,"3,084,278USD ","197,810,000원", 
서브에이스,3,,"254,672USD ",,0
블루비치,4,,"583,280USD ",,"187,819USD "
베가킹,5,,"396,254USD ","1,130,000원", 
블루카이저,6,,"1,037,810USD ",,"25,310USD "
슈프림위너,7,,"835,140USD ",,"73,672USD "
마하조던,8,,"1,810,805USD ",,"11,966USD "
송암캣,9,,"339,984USD ",,"79,305USD "
위닝메이커,10,,"172,705,000JPY ","60,693,000원", 
과천신세계,11,,"617,310USD ","223,267,000원", 
인디라이트,12,,"1,103,496USD ",,"52,009USD "
천지운행,13,,"669,260USD ","122,223,000원", 
쇼미더선더,14,,"669,260USD ",,0
큐피드포인트,1,,"669,260USD ",,"13,526USD "
로열로드,2,,"835,140USD ","4,500,000원", 
마하지존,3,"409,030,000원", ,"65,315,000원", 
에이원퀸,4,,"804,090USD ","35,235,000원", 
런던스피드,5,,"1,779,012USD ","72,166,000원", 
에이스댄싱,6,"451,805,000원", ,,"19,456USD "
화이트트레인,7,,"583,280USD ","81,190,000원", 
금아스위프트,8,,"1,037,810USD ",,"24,870USD "
카우보이탱고,9,,"1,037,810USD ","358,828,000원", 
센아이,10,,"1,103,496USD ","302,850,000원", 
러닝넘버원,11,,"1,103,496USD ",,"78,976USD "
미소가득,12,,"339,984USD ",,"121,476USD "
라온울프,13,,"1,236,820USD ",,640USD 
달빛타고,14,,"1,037,810USD ","183,655,000원", 
삼정타퍼즈,1,,"1,810,805USD ",,150USD 
고웰,2,,"612,935USD ","59,667,000원", 
댄싱위드유,3,,"1,810,805USD ",,"14,925USD "
런던히트,4,,"1,503,825USD ",,"109,780USD "
포에버원,5,,"612,935USD ","23,400,000원", 
초원의기적,6,,"3,084,278USD ","520,022,000원", 
런히어로,7,,"568,629,000JPY ",,0
대산특급,8,,"1,779,012USD ","32,936,000원", 
명진볼트,9,,"494,895,000JPY ",,"129,424USD "
퀸라이언,10,,"172,705,000JPY ",,"22,220,000JPY "
위캔두잇,11,,"1,810,805USD ",,"103,052USD "
럭셔리골드,12,,"3,084,278USD ",,"53,849USD "
울트라킹,13,,"1,103,496USD ","114,172,000원", 
새내황제,14,,"1,810,805USD ","226,930,000원", 
천마투데이,1,,"1,732,000USD ",,850AUD 
회두령,2,,"669,260USD ",,400USD 
바이스로이,3,,"583,280USD ","195,970,000원", 
라온더타이거,4,,"1,083,533USD ",,0
히어로스피드,5,,"1,779,012USD ",,"32,585USD "
엠제이스톰,6,,"1,732,000USD ","396,150,000원", 
원더풀파워,7,,"254,672USD ",,700USD 
블랙와일드,8,,"1,810,805USD ","306,870,000원", 
스마트파워,9,,"3,084,278USD ","122,395,000원", 
페더럴윈,10,,"172,705,000JPY ",,"300,000JPY "
텐스타,11,,"1,570,380USD ","217,833,000원", 
찐이야,12,,"396,254USD ","93,052,000원", 
위닝투게더,13,,"1,779,012USD ",,"68,760USD "
마에스트로,14,,"1,779,012USD ",,"240,722USD "
다울퀸,1,,"51,475USD ",,0
폭스파워,2,,"1,810,805USD ","99,278,000원", 
천해강자,3,,"1,810,805USD ","126,511,000원", 
리멤버웬,4,,"1,570,380USD ",,0
레드파인,5,,"491,312USD ","46,740,000원",0
독도사랑,6,,"51,475USD ",,0
나우퀸,7,,"1,064,727USD ",,"35,233USD "
발리스타,8,,"274,382USD ",,400CAD 
쿨프린세스,9,,"583,280USD ",,"36,875USD "
청운지벽,10,,"1,810,805USD ",,"82,046USD "
효마루,11,,"1,236,820USD ",,"41,280USD "
명마타임,12,,"1,570,380USD ","121,222,000원", 
라온더삭스,13,,"1,103,496USD ",, 
시시뮤직,14,,"1,607,774USD ",,0
로드란,1,,"1,503,825USD ","201,253,000원", 
파란왕자,2,,"612,935USD ",,0
원더풀라이트,3,,"254,672USD ",,400CAD 
좋은걸,4,,"58,610USD ","157,930,000원", 
라오진,5,,"804,090USD ",, 
패밀리파크,6,,"172,705,000JPY ",,"57,200USD "
포트스원,7,,"1,083,533USD ","30,450,000원", 
실버디자인,8,,"1,810,805USD ",,"42,652USD "
시베리아,9,,"493,755USD ","50,583,000원", 
조이오브킹,10,,"172,705,000JPY ",,"9,480USD "
블레싱로드,11,,"339,984USD ","167,070,000원", 
럭키마이더스,12,,"205,617USD ","115,419,000원", 
대한챔프,13,,"1,503,825USD ",,0
굿마운트,14,,"210,553USD ","46,820,000원", 
최고캠프,1,,"493,755USD ","82,258,000원", 
위너블루,2,,"583,280USD ","128,040,000원", 
와일드우즈,3,,"339,984USD ",,250USD 
슈퍼럭키보이,4,"2,426,805,000원", ,"119,344,000원", 
백상,5,,"456,410USD ","130,190,000원", 
글로벌골드,6,,"114,300USD ",,0
디에코,7,,"3,084,278USD ","72,166,000원", 
큐피드비상,8,,"114,300USD ","119,331,000원", 
록라인,9,,"1,570,380USD ","134,698,000원", 
플라잉조이,10,,"315,015USD ",,"281,986USD "
최고비상,11,,"617,310USD ",,"31,420,000JPY "
황금도야지,12,,"51,475USD ","19,254,000원", 
흥깨비,13,,"491,312USD ",0원, 
카빙크로스,1,,"3,084,278USD ","41,484,000원", 
킹오브선데이,2,,"172,705,000JPY ","132,600,000원", 
스트롱벌처,3,,"416,475,000JPY ",,"251,959USD "
백색광채,4,"817,614,000원", ,"116,693,000원", 
솔개바람,5,,"494,895,000JPY ","163,560,000원", 
여울이,6,,"3,294,901USD ","15,449,000원",0
카일룸여제,7,,"568,629,000JPY ","97,562,000원", 
파티파워,8,,"51,814,000JPY ",,"8,278USD "
백스핀,9,,"568,086USD ",,"79,418USD "
함양산삼,10,,"1,732,000USD ",,"41,280USD "
사과랑,11,,"456,410USD ","107,578,000원", 
백산메니퀸,12,,"1,732,000USD ","252,510,000원", 
심청사달,13,,"804,090USD ",,0
미사일캔디,14,,"944,900USD ",,"34,560USD "
내생애최고,1,,"444,717USD ",,"51,555USD "
마이티붐,2,,"251,090USD ",,"1,410USD "
러블리케이,3,,"562,000USD ",,"23,770USD "
대디코잔,4,,"49,200USD ",, 
두손멍군,5,,"134,035USD ",,"2,460USD "
매직페인터,6,,"1,101,924USD ",,"94,855USD "
스프링꿈,7,,"2,170,340USD ",, 
베링맨,8,,"748,000USD ",,"183,760USD "
럭키스카이,9,,"251,090USD ",,"28,322USD "
문학백투백,10,,"794,855USD ",, 
라이드머니,11,,"1,857,000USD ",,"8,470USD "
로열더스틴,12,,"941,936USD ",, 
베스트군주,13,,"442,500USD ",,"159,877USD "
문학파로아,14,,"8,650,300USD ",,0
메니히어로,1,,"1,732,000USD ","548,953,000원", 
티아고터치,2,,"2,358,270USD ",,0
매치퀸,3,,"1,083,533USD ",,"82,046USD "
호크행진곡,4,,"1,610,604USD ",, 
황금해,5,,"493,755USD ",,"10,608USD "
비욘드오버,6,,"1,732,000USD ",,0
베스트럭키,7,,"51,475USD ",,0
금아제니스,8,,"1,810,805USD ",,"43,100USD "
머니캠프,9,,"339,984USD ","82,258,000원", 
블루파이어,10,,"493,755USD ","125,820,000원", 
케이킹,11,,"804,090USD ","236,827,000원", 
제마특급,12,,"172,705,000JPY ","183,810,000원", 
함박미소,13,,"47,460AUD ",,"7,160USD "
그랜드돌풍,14,,"1,810,805USD ",,"2,340USD "
엉클오,1,,"811,760USD ",,623USD 
샤크짱,2,,"1,154,000USD ",,0
오더파지빌리티스,4,,"1,284,949USD ",,"68,250USD "
캣츠미라클,5,,"1,694,180USD ",,"4,970USD "
리틀보이플래시,6,,"405,730USD ",,"18,265USD "
소울리마제스틱,7,,"239,229USD ",,"148,804USD "
슈룹,8,,"751,629USD ",,"42,552USD "
에버더챔프,9,,"221,265USD ",,"218,237USD "
체인지메이커,10,,"289,325AUD ",,0AUD 
프로함성,11,,"1,706,350USD ",,"47,741USD "
큐피드미션,12,,"1,284,949USD ",,"92,583USD "
보드람,13,,"339,984USD ",,"24,520USD "
매치캡틴,14,,"770,496USD ",,"21,280USD "
제주의요정,1,,"493,755USD ","146,135,000원", 
발바투,2,,"1,810,805USD ","28,230,000원", 
천은짱,3,,"3,084,278USD ",,0
옥스퍼드킹,4,,"1,077,140USD ",,"21,540USD "
쏘아라여장군,5,,"1,810,805USD ","214,985,000원", 
바디스타,6,,"612,935USD ",,"72,611USD "
글로벌왕자,7,,"51,475USD ",,"32,215USD "
선파이팅,9,,"1,570,380USD ",,0
가즈아,10,,"1,083,533USD ","83,456,000원", 
호남대로,11,"728,298,000원", ,"137,420,000원", 
용마루구,12,,"172,705,000JPY ",,0
금아인빈서블,13,,"1,732,000USD ",,0AUD 
만석지기,1,,"1,101,924USD ",,0
천지애가,2,,"804,090USD ",,0
밀키셰리,3,,"3,545,062USD ",,"3,850,000JPY "
천년의바람,4,,"274,382USD ","64,602,000원", 
독보천하,5,,"339,984USD ",,"22,780USD "
맥파이,6,,"278,406USD ",,"47,584USD "
광마힐,7,,"396,254USD ",0원, 
장산제국,8,,"1,503,825USD ",,"3,065,000JPY "
더블골드,9,,"480,001USD ","192,055,000원", 
스트롱러너,11,,"416,475,000JPY ","39,730,000원", 
해피스트,12,,"51,475USD ","40,536,000원", 
시티송암,13,,"51,475USD ",,"87,758USD "
땡큐마더,14,,"1,732,000USD ","648,176,000원", 
글로벌조이,1,,"1,177,394USD ",,"1,725USD "
골든서비스,2,,"1,146,340USD ",,"7,080USD "
글로벌럭키,3,,"1,936,000USD ",,"24,749USD "
안양옥센,4,,"1,177,394USD ",, 
히든삭스,5,,"224,684USD ",, 
신의열매,6,,"3,647,000USD ",,"7,980USD "
청담포리스트,7,,"359,583USD ",,"66,020USD "
창성히트,8,,"377,066USD ",, 
천사박,9,,"1,039,000USD ",,"18,519USD "
디케이아리아,10,,"751,629USD ",,"51,124USD "
위너챔프,11,,"1,851,803USD ",,"16,487USD "
정상킹덤,12,,"3,307,278USD ",,"53,813CAD "
선더타임,13,,"734,254USD ",,"8,290USD "
몬스터케이,14,,"516,977USD ",,"63,610USD "
마이티수,1,,"1,889,766USD ",,"37,700USD "
마이호크,2,,"491,312USD ","116,080,000원", 
허쉬대보,4,,"416,475,000JPY ","278,587,000원", 
레이먼드,5,,"315,015USD ",,"7,400USD "
갤럽컬린,6,,"10,501,800USD ",,0
원더풀이블,7,,"254,672USD ",,"3,065,000JPY "
조우니가,8,,"3,044,000USD ",,"20,996USD "
제왕의별,9,,"1,503,825USD ",,"148,914USD "
맘보칸,10,,"278,406USD ","66,894,000원", 
프로마테우스,11,,"310,542USD ",,0
라온세레나,12,,"1,810,805USD ","49,730,000원", 
횡운골,13,,"339,984USD ","103,000,000원", 
구름왕자,14,,"583,280USD ",,"46,426USD "
청담위키드,1,,"1,732,000USD ",,"86,220USD "
터프맨,2,,"1,103,496USD ",,"9,490USD "
룰즈클래스,3,,"3,084,278USD ",,"79,305USD "
금아매저스티,4,,"1,810,805USD ",,0
라온더최강,5,,"1,779,012USD ","182,764,000원", 
큐피드원더,6,,"1,083,533USD ","181,674,000원", 
리드보컬,7,,"1,037,810USD ","219,712,000원", 
대완구,8,,"3,084,278USD ",,"65,375USD "
천상의여인,9,,"339,984USD ","177,507,000원", 
로큰롤타임,10,,"1,570,380USD ","17,500,000원", 
댄스머신,11,,"1,083,533USD ",,"7,715USD "
천둥세자,12,,"389,141USD ",,"109,202USD "
슈퍼챔피언,1,,"1,810,805USD ",,"17,886USD "
스마트핑크,2,,"339,984USD ",, 
쿠레레쿠스,3,,"1,570,380USD ",,0AUD 
소우주,4,,"389,141USD ","194,980,000원", 
블랙카,5,,"493,755USD ","224,917,500원", 
파이팅걸,6,,"583,280USD ",,0
월드메니피,7,,"1,732,000USD ","85,690,000원", 
슈퍼제니,8,,"249,760USD ","77,538,000원", 
신데렐라,9,,"190,838USD ",,"3,360USD "
기타리스트,10,,"51,475USD ","52,400,000원", 
그린최강,11,,"1,103,496USD ",,"62,634USD "
럭키전사,12,,"1,586,550USD ",,"156,020USD "
청산강호,1,,"1,732,000USD ",,0
온리위너,2,,"583,280USD ","202,949,000원", 
옥동공주,3,,"224,684USD ",,"94,303USD "
신의아들,4,,"1,732,000USD ",,"120,585USD "
사이먼스톰,5,,"274,382USD ",,"37,670USD "
럭키가드,6,,"3,000USD ",,"17,087NZD "
청수라이더,7,,"612,935USD ","43,400,000원", 
정문최강,8,,"583,280USD ",,0
정문폭주,9,,"1,083,533USD ","113,960,000원", 
하트제니,10,,"339,984USD ","23,940,000원", 
걸작맨,11,,"1,779,012USD ",,0
다나은석세스,12,,"205,617USD ","167,687,000원",0
초토마,1,,"4,368,214USD ",,"4,100USD "
울트라애니,2,,"51,475USD ","114,172,000원", 
피케이돌풍,3,"76,502,000원", ,"133,921,000원", 
네버워크얼론,4,,"565,716USD ",,"38,063USD "
선오브스톰,5,,"583,280USD ",,"176,880USD "
로열고스트,6,,"568,086USD ","1,800,000원", 
클레이위너,7,,"1,810,805USD ",,0
라온다이아,8,,"1,236,820USD ",,"22,590,000JPY "
윈드힐,9,,"51,475USD ",,616USD 
바비블레이드,10,,"1,857,000USD ",,220USD 
함양상림,11,,"51,475USD ","147,579,000원", 
록비트,12,,"1,570,380USD ",,"41,475USD "
흥드림,1,,"416,475,000JPY ","16,800,000원", 
제이호크,2,,"1,037,810USD ","210,490,000원", 
그레이스퀸,3,,"3,084,278USD ","94,290,000원", 
성실머니,4,,"941,936USD ",,"103,395USD "
비뢰킹,5,,"1,083,533USD ","35,943,000원", 
천존,6,,"254,672USD ",,0
케이엔여신,7,,"583,280USD ","101,880,000원", 
스톰로드,8,,"835,140USD ",0원, 
그린트리서밋,9,,"1,607,774USD ","46,464,000원", 
지금여기에,10,,"1,779,012USD ","539,152,000원", 
새로운파티,11,,"210,553USD ","646,673,000원", 
언패럴렐드,1,,"339,984USD ","75,398,000원", 
챌린지삭스,2,,"583,280USD ",,"281,986USD "
어메이징위즈,3,,"1,570,380USD ","1,200,000원", 
산뜻한스침,4,,"172,705,000JPY ",,"17,358USD "
파이팅나우,5,,"51,475USD ",,"34,878USD "
회복,6,,"339,984USD ",,"13,280USD "
선더머니,7,,"114,300USD ","145,668,800원", 
삼성비바,8,,"254,672USD ",,"65,390USD "
원더케이,9,,"114,300USD ",,0
골드파크,10,,"2,054,434USD ",,"46,460USD "
이비사걸,11,,"1,083,533USD ","122,395,000원", 
굿원더,12,,"1,610,604USD ","84,420,000원", 
드림포레,1,,"3,090,101USD ",,"24,870USD "
카히나,2,,"3,187,232USD ",,"116,910USD "
라온패션,3,,"583,280USD ",,"184,563USD "
원더풀스톰,4,,"1,732,000USD ",,"210,188USD "
사이먼리치,5,,"274,382USD ",,0
옥룡,5,,"1,065,147USD ",,"36,370USD "
정상으뜸,7,,"695,299USD ","37,299,000원", 
시티챔프,8,,"3,545,062USD ","109,402,000원", 
인디언보스,9,,"617,310USD ","132,500,000원", 
대군의검,10,,"239,229USD ",,303USD 
초동보배,11,,"158,713AUD ","107,054,000원", 
엘리트퀸,12,"1,225,505,000원", ,"210,222,000원", 
레벨탑,1,,0AUD ,, 
문학서브,2,,"1,146,340USD ",,"7,150USD "
카일룸제왕,3,,"1,857,000USD ",,"43,148USD "
선붐,4,,"1,857,000USD ",,"12,270EUR "
남산의별,5,,"941,936USD ",,"126,794USD "
에이스파워풀,6,,"1,247,544USD ",,"20,070USD "
땡큐보스,7,,"831,800USD ",,0
메디치스토리,8,,"1,026,229USD ",, 
어마무시,9,,"770,496USD ",, 
맥스런,10,,"794,855USD ",,"141,946USD "
빅토리메신저,11,,0AUD ,, 
메니챔프,1,,"1,732,000USD ",,"6,570USD "
핵삭스,2,,"1,810,805USD ",,"39,894CAD "
머니시장,3,,"3,084,278USD ","67,895,000원", 
센토사,4,,"1,570,380USD ","24,249,000원", 
머니포켓,5,,"1,810,805USD ","548,953,000원", 
정문서미트,6,,"583,280USD ",,0
원더풀헤네시,7,,"617,310USD ",,220USD 
영화즈플라잉,8,,"51,475USD ","23,400,000원", 
위닝블레이드,9,,"1,083,533USD ","64,155,000원", 
피케이군주,11,,"1,732,000USD ","113,667,000원", 
블루케이,1,,"416,475,000JPY ","201,285,000원", 
동쪽글로리,2,,"1,083,533USD ",,"179,268USD "
금성에이스,3,,"51,475USD ","259,050,000원", 
만세,4,,"2,765,800USD ",,"45,700USD "
펀치파워,5,,"254,672USD ",,350USD 
와니케이,6,,"315,015USD ",,0
라온제임스,7,,"416,475,000JPY ",, 
싱싱장수,8,,"172,705,000JPY ","81,720,000원", 
화려,9,,"1,810,805USD ","181,012,000원", 
페더럴킹,10,,"172,705,000JPY ",,0JPY 
하나미치,11,,"491,312USD ","206,263,000원", 
당대질주,12,,"1,607,774USD ",,0
마이티고,1,,"748,000USD ",,"5,930USD "
레전드스톰,2,,"804,090USD ",, 
대군천하,3,,"1,878,013USD ",,"29,446USD "
왕벚꽃,4,,"1,694,180USD ",,"376,924USD "
플라잉포드,5,,"3,090,101USD ",,0
불멸의제왕,6,,"251,090USD ",,"77,670USD "
역전의우승,8,,"583,280USD ",,"28,405USD "
선더블레이드,9,,"1,182,992USD ",,"19,920USD "
천마,10,,"698,574USD ",,"5,859USD "
세명기상,11,,"205,617USD ","127,460,000원", 
문학아리아리,12,,"1,146,340USD ",,"10,377USD "
행복왕자,1,,"424,600USD ",,"26,734USD "
플래시제트,2,,"405,730USD ",,464USD 
케미블루,3,,"1,779,012USD ",,"23,200USD "
수리수리마,4,,"638,822USD ",,"48,513USD "
말리부진저,5,,"33,840USD ",,"99,679USD "
미스터터너,6,,"742,640USD ",,"87,822USD "
킹즈워리어,7,,"239,229USD ",,"57,295USD "
문학엠파이어,8,,"1,985,800USD ",, 
콜윈,9,,"633,076USD ",,"6,000USD "
글로벌에이스,10,,"1,104,040USD ",,0
대군의창,11,,"239,229USD ",,"274,529USD "
번개라이언,12,,"417,800USD ",,"46,240USD "
런던액티브,1,,"1,779,012USD ","69,300,000원", 
케이엔매직,2,,"185,213USD ",,"58,200USD "
체로키마린,3,,"114,300USD ",,"49,803USD "
라온가람,4,,"1,236,820USD ",,"184,563USD "
파워돌풍,5,,"254,672USD ",,"53,849USD "
더파이팅,6,,"1,779,012USD ",,0
찬란한날,7,,"905,434USD ",,"104,085USD "
글로벌천사,8,,"1,732,000USD ","41,756,000원", 
크레이지선,9,,"3,084,278USD ","278,352,000원", 
초인스파크,10,,"1,037,810USD ",,"44,320USD "
달리미,11,,"249,760USD ","41,162,000원", 
바이킹조이,12,,"1,607,774USD ","34,927,000원", 
해피삭스,1,,"254,672USD ",,"120,917USD "
스타워즈,2,,"416,475,000JPY ",,0
라온샹젤리,3,,"1,236,820USD ",,"7,000,000JPY "
고고스타,4,,"1,037,810USD ",,"34,444USD "
루비콘,5,,"669,260USD ",,"6,361USD "
매직의함성,6,,"612,935USD ","119,900,000원", 
보디가드,7,,"3,545,062USD ","190,561,000원", 
럭키월드,8,,"1,810,805USD ","196,259,000원", 
레드백,9,,"3,084,278USD ",,0
데카브리스트,10,,"51,475USD ",,"79,688USD "
정문짱,11,,"1,810,805USD ",,0
케이엔특급,12,,"1,083,533USD ",,"73,410USD "
천지울림,1,,"210,553USD ",,"93,116USD "
레전드윈,2,,"583,280USD ","231,666,000원", 
스페셜스토리,3,,"695,299USD ","133,790,000원", 
스피드플라잉,4,,"51,475USD ","109,230,000원", 
빅토리카,5,,"1,779,012USD ","508,055,000원", 
그린짱,6,,"1,810,805USD ",,"544,019USD "
원더풀오렌지,7,,"493,755USD ","353,733,000원", 
정문라이언,8,,"612,935USD ","2,106,000원", 
킬라타스,9,,"114,300USD ",,0
가온찬,10,,"996,330USD ",,"1,470USD "
럭셔리돌풍,11,,"1,857,000USD ",,"182,818USD "
오월강자,12,,"210,553USD ",,0
시리우스에이,1,,"33,840USD ",,"2,240USD "
그레이돌,2,,"601,560USD ",,0
파인터치,3,,"748,000USD ",,612USD 
이글이글,4,,"33,840USD ",,"196,236USD "
문학앙코르,5,,"738,843USD ",,"61,766USD "
풀부스터,6,,"1,694,180USD ",,0
엉클벨,7,,"1,031,596USD ",,0
스마트스트롱,8,,"1,994,460USD ",,"34,350USD "
삼단가속,9,,"529,566USD ",,0
문학퀸,10,,"6,427,830USD ",,"171,768USD "
금빛여왕,11,,"1,380,200USD ",,"10,658USD "
코인피버,12,,"1,442,140USD ",,"15,391USD "
땡큐대천,1,,"491,312USD ",,"22,580USD "
에이스함성,2,,"612,935USD ",,"29,760USD "
세명강자,3,,"1,503,825USD ",,"80,662USD "
허니버터바비,4,,"51,475USD ",,"11,950USD "
해피먼스,5,,"695,299USD ","122,937,000원", 
피엔에스노랑,6,"233,137,000원", ,"16,800,000원", 
트루,7,"414,605,000원",0,"119,930,000원", 
원퍼트,8,,"339,984USD ","111,618,000원", 
청담탱크,9,,"1,503,825USD ",,"175,695USD "
선더소니아,10,,"1,732,000USD ","155,225,000원", 
디바인파워,11,,"612,935USD ","18,080,000원", 
나의전설,1,,"583,280USD ","363,840,000원", 
에이피파텍,2,,"4,941,513USD ","277,074,000원", 
