자식마명,부마원,부마달러,모마원,모마달러
글로벌보배,,"1,037,810USD ","208,609,000원", 
콩코드스퍼트,,"1,037,810USD ","212,050,000원", 
메니스피어,,"1,732,000USD ",,"18,374USD "
불의질주,,"254,672USD ","141,392,000원", 
파이널참,,"254,672USD ",,"73,752USD "
에이스월드,,"1,103,496USD ","177,860,000원", 
남산무적,,"1,732,000USD ",,"9,860USD "
은혜레코드,,"1,779,012USD ","5,608,000원", 
블랙머니,,"172,705,000JPY ","42,637,000원", 
무지개공주,,"905,434USD ","53,200,000원", 
또바기,,"1,103,496USD ","137,120,000원", 
머스탱파워,,"832,744USD ",,170USD 
순간터치,,"1,103,496USD ",,"39,894CAD "
머니신,,"1,083,533USD ","90,750,000원", 
나나랜드,,"1,103,496USD ","63,384,000원", 
라스트펀치,,"1,779,012USD ","91,000,000원", 
케이엔올드퀸,,"583,280USD ",,"366,671USD "
퀸의질주,,"1,732,000USD ",,"198,994USD "
매직모카신,,"114,300USD ","1,728,000원", 
돌배,,"583,280USD ","91,740,000원", 
밀리언퀸,,"832,744USD ",,400USD 
시리우스알파,,"2,520,220USD ",,"70,155USD "
작두콩,,"583,280USD ","168,760,000원", 
블러드문,"2,426,805,000원", ,"485,085,000원", 
행복여왕,,"416,475,000JPY ",,0
콩코드퀸,,"669,260USD ","66,230,000원", 
은혜가문,"76,502,000원", ,"128,650,000원", 
마이티굿,,"2,983,350USD ",,"161,471USD "
아스펜로스,,"185,213USD ",,0
스타로드,,"710,480USD ",,"74,175USD "
크레이지콘티,,"1,031,596USD ",,"65,031USD "
베스트토치,,"669,260USD ","116,400,000원", 
대물,,"1,732,000USD ",,0
비플라워,"2,426,805,000원", ,,0
피엔에스얀,,"1,732,000USD ",,"189,416USD "
디스코보이,,"1,103,496USD ",,"21,858USD "
굿승리,,"254,672USD ","333,709,000원", 
해피뉴마,,"3,084,278USD ","67,470,000원", 
빈체로킹,,"443,800USD ",,"55,600USD "
콩코드스파크,,"669,260USD ","119,350,000원", 
돈마,,"205,617USD ",,"416,041USD "
마루마,,"1,732,000USD ",,"40,860USD "
체인저,,"568,086USD ","110,376,000원", 
컴플리트조이,,"339,984USD ","140,576,000원", 
고져스서브,,"1,146,340USD ",,"38,200USD "
해제반도,,"416,475,000JPY ",,"20,650USD "
문학카이로,,"562,000USD ",,"131,160USD "
제다이포스,,"2,691,135USD ",,"18,300USD "
퀴클리런,,"1,103,496USD ",,0
우승바람,,"1,732,000USD ",,"25,000JPY "
하이러너,,"1,046,381USD ",,"52,972USD "
케이엔포스트,,"1,732,000USD ",,"70,494USD "
티즈러너,,"254,672USD ","231,666,000원", 
드림여왕,,"7,712,841USD ","158,865,000원", 
문학다이얼,,"941,936USD ",,"54,176USD "
시티참,,"1,103,496USD ","115,705,000원", 
큐피드벨,,"1,103,496USD ",,"20,583USD "
스피어골드,,"587,586USD ","486,530,000원", 
댓츠마이걸,,"1,103,496USD ",,"3,535USD "
위대한한마,,"1,810,805USD ","132,220,000원", 
쇼미더골드,,"1,810,805USD ",,0
펀크레이지,,"1,037,810USD ",,"38,840USD "
큐피드웨이,,"1,103,496USD ",,"42,036USD "
슈퍼다이아,,"583,280USD ",,"33,455USD "
파워플랜,,"190,838USD ",,"47,220USD "
젠틀룰즈,,"3,084,278USD ",,"13,640AUD "
원평버드,,"905,434USD ",,"84,117USD "
런던명가,,"1,103,496USD ","125,768,000원", 
티즈드림,,"1,359,274USD ",,"124,453USD "
케이엔스케치,,"51,475USD ","73,550,000원", 
스피어퀸,,"443,800USD ","62,500,000원", 
경부대검,"2,426,805,000원", ,"107,912,000원", 
동방사기,,"669,260USD ",,0
매직글로리,"824,725,000원", ,"123,690,000원", 
쌍옥루,,"114,300USD ","88,798,000원", 
나올세상,,"1,810,805USD ",,"32,380USD "
베스트팔콘,,"1,146,340USD ","43,470,000원", 
원평코드,,"1,732,000USD ",,"108,610USD "
퍼플월드,,"254,672USD ",,0
챈슬러,,"254,672USD ",,"31,605USD "
에코존,,"3,084,278USD ","252,510,000원", 
플라이스타,,"1,503,825USD ","535,409,000원", 
함평나비,,"1,810,805USD ",,"2,341USD "
송암베스트,,"1,359,274USD ",,"53,990USD "
메니에이스,,"1,732,000USD ","198,100,000원", 
머스탱참,,"1,037,810USD ","325,130,000원", 
비밀상자,,"1,037,810USD ",,"1,560USD "
피엔에스싱,,"1,732,000USD ",,"328,144USD "
에클레어더원,,"51,475USD ","36,040,000원", 
엠제이타임,,"587,586USD ","396,150,000원", 
터프여제,,"1,103,496USD ",,"21,790CAD "
송암누리,,"832,744USD ","115,889,000원", 
월드데이,,"1,503,825USD ","174,395,000원", 
천블릿,,"443,800USD ","74,600,000원", 
천적캣,,"1,037,810USD ",,"222,769USD "
논스톱데릭,,"1,779,012USD ",,0
퍼플스톰,,"1,146,340USD ","81,895,000원", 
블랙버미,,"1,037,810USD ","269,786,000원", 
타이거존,,"1,037,810USD ","99,358,000원", 
푸른나래,,"1,810,805USD ","231,048,000원", 
리저브드존,,"996,330USD ",,"76,005USD "
크레이지산타,,"1,236,820USD ","105,000,000원", 
하늘아,,"3,084,278USD ",,"45,560USD "
피엔에스안,,"114,300USD ","177,011,000원", 
아치게이트,,"832,744USD ","227,736,000원", 
컴플리트웨펀,,"1,810,805USD ","97,000,000원", 
정문질주,,"1,779,012USD ","22,150,000원", 
상상질주,,"1,810,805USD ","107,936,000원", 
탱자,,"1,810,805USD ","271,330,000원", 
위즈업,,"1,732,000USD ",,0
그레이트매직,,"274,382USD ","12,600,000원", 
팀임팩트,,"1,810,805USD ","368,522,000원", 
송암아치걸,,"832,744USD ",,"79,305USD "
엔비전사,,"1,103,496USD ",,"51,417USD "
나올킹,,"1,037,810USD ",,"52,009USD "
매직신화,,"3,000USD ","166,160,000원", 
거센강자,,"1,103,496USD ",,"315,565USD "
신한특송,,"1,810,805USD ","68,944,000원", 
태산아치,,"832,744USD ","173,820,000원", 
미스클레버,"2,426,805,000원", ,,"13,000USD "
그린드래건,,"832,744USD ","558,060,000원", 
마이티앤,,"1,083,533USD ","138,895,000원", 
어나더레벨,,"587,586USD ","398,130,000원", 
글로벌캐슬,,"1,037,810USD ",,"26,460USD "
새벽밴드,"1,087,822,000원", ,0원, 
내길의별,,"172,705,000JPY ","16,800,000원", 
베를린스타,,"443,800USD ",,"2,474USD "
스타레이서,,"835,140USD ","126,065,000원", 
함평에이스,,"254,672USD ","74,582,000원", 
티즈석세스,,"1,359,274USD ",,"129,424USD "
멋진아치,,"832,744USD ","140,481,000원", 
동트자웨이,,"1,359,274USD ","355,625,000원", 
올마이퀸,,"491,312USD ",,"12,003USD "
아워사이먼,,"274,382USD ",,"20,800AUD "
플라잉주노,,"568,629,000JPY ",,"18,500AUD "
베스트넘버원,,"568,086USD ","91,962,000원", 
화이트벨벳,,"1,810,805USD ",,"61,020USD "
새내빅토리,,"51,475USD ",,0
골드페릴라,,"804,090USD ","68,944,000원", 
머니샤프,,"456,410USD ",,0
우승마차,,"371,623,500JPY ","80,767,000원", 
대호천하,,"3,084,278USD ","99,328,000원", 
파인애플마크,,"1,570,380USD ",0원, 
킹오브룰즈,,"3,084,278USD ","306,052,000원", 
스마트파티,,"500,435USD ",,"216,734USD "
승리라이크,,"210,553USD ",,0GBP 
카이젠실버,,"617,310USD ",,0
포에버위너,,"835,142USD ","248,896,000원", 
로열프린스,,"1,732,000USD ",,0AUD 
골든스텝,,"70,961,000JPY ",,"327,311USD "
여걸비전,,"494,895,000JPY ","287,612,000원", 
토함산파워,,"163,133USD ","132,010,000원", 
해가람,,"1,283,145USD ","40,606,000원", 
세라칸,,"568,086USD ","155,619,000원", 
음악대장,,"133,833USD ","121,222,000원", 
헤네시댄서,,"1,610,604USD ",,220USD 
사려니선더,,"456,410USD ","42,637,000원", 
블랙윈드,,"339,984USD ",,0
블랙뮤직,,"835,142USD ","210,222,000원", 
강화총각,,"3,084,278USD ","163,259,200원",0
슈퍼라이트닝,,"1,889,766USD ",,"73,425USD "
원더풀마리아,,"416,475,000JPY ",,0
굿초이스,,"416,475,000JPY ",,"11,072USD "
내가끝판왕,,"568,086USD ","167,200,000원", 
루미네스,"470,582,000원", ,"96,601,000원", 
운주영웅,,"2,580,402USD ",,"46,600USD "
맹산히어로,,"601,560USD ",,"12,880USD "
마이티쿨,,"568,086USD ",,0
과천히어로,"728,298,000원", ,"116,542,000원", 
월드스페셜,,"4,471,322USD ",,"1,037USD "
금성황제,,"210,553USD ",,0USD 
이글스카이,,"396,254USD ","101,758,000원", 
리빙스턴,"579,356,000원", ,, 
파이널스톰,"451,805,000원", ,,"8,100USD "
카일룸여제,,"568,629,000JPY ","97,562,000원", 
금아클리프,,"971,269USD ",,"8,200AUD "
대천히어로,,"114,300USD ",,"137,366USD "
천록,,"339,984USD ","2,106,000원", 
말리부진저,,"33,840USD ",,"99,679USD "
골든다이얼,,"941,936USD ",,"70,613USD "
대군의길,,"562,000USD ",,"73,684USD "
빅갈랜드,,"710,480USD ",,0AUD 
서울시대,,"492,910USD ",,"33,083USD "
케미블루,,"1,779,012USD ",,"23,200USD "
티아고터치,,"2,358,270USD ",,0
콜윈,,"633,076USD ",,"6,000USD "
청담타이거,,"831,335USD ",,"108,960USD "
맨해튼뮤직,,"6,169,800USD ",,365USD 
스피드보스,,"831,800USD ",,"2,762USD "
위즈레이나,,"1,284,949USD ",,"124,866USD "
킹메신저,,"480,001USD ",0원, 
남손,,"4,156,389USD ","85,842,000원", 
햇빛나,,"185,417USD ","157,894,000원", 
베스트힐,,"51,475USD ",,"1,700AUD "
룰오브섬,,"1,610,604USD ","122,439,000원", 
산토스,,"1,570,380USD ","115,231,000원", 
파이어볼,,"568,086USD ",,"1,033USD "
스마트드림,,"339,984USD ","135,025,000원", 
파인챔프,,"804,090USD ",,0
골드시나,,"315,015USD ","177,532,000원", 
올오브미,"414,605,000원",0,,"272,457USD "
동작,,"1,810,805USD ",,"176,400USD "
가나도라,,"928,000USD ",,"138,998USD "
금아킹덤,,"8,387,500USD ",,"17,700USD "
엘리트퀸,"1,225,505,000원", ,"210,222,000원", 
영스톰,,"315,015USD ","151,850,000원", 
피오레,,"3,545,062USD ",,"10,420USD "
호크아이즈,,"1,610,604USD ",,0
인키타투스,,"339,984USD ",,"54,150USD "
엠제이로드,"1,225,505,000원", ,"113,588,000원", 
말라카스,,"1,732,000USD ","423,095,000원", 
브레이브업,,"3,545,062USD ",,"71,118EUR "
로열복순이,,"1,570,380USD ",,"3,498USD "
하이유레카,,"185,417USD ","21,762,000원", 
천행,,"698,574USD ",,"11,670USD "
동방의기억,,"937,200AUD ",,0
삼성동행,,"623,000USD ",,"45,723USD "
적벽신화,,"500,435USD ",,"32,776USD "
추카추카,,"872,610USD ",,"99,995USD "
해오라비,,"597,080USD ",,"39,586USD "
신기파랑,,"1,159,193USD ",,"55,720USD "
황금들판,,"225,941USD ",, 
엠파이어킹덤,,"1,304,800USD ",,"64,278USD "
정상천마,,"1,037,810USD ",,0
라이언록,,"1,503,825USD ",,0USD 
하바나찰리,,"251,090USD ",,"23,330USD "
스마트파크,,"903,685USD ",,"108,780USD "
스피드조이,,"439,250USD ",,290USD 
굿헤니,,"1,124,820USD ",,"171,091USD "
뉴파트너,,"480,001USD ","34,927,000원", 
코리아정상,,"1,319,481USD ",,"34,917USD "
칼리오페,,"617,310USD ",,"242,086USD "
프로마테우스,,"310,542USD ",,0
큐피드플라워,,"3,545,062USD ","112,984,000원", 
컨저버티브,,"804,090USD ",,0
노벰버모닝,,"742,640USD ",,"31,444USD "
갈잎,,"1,083,533USD ",,0USD 
풀문오션,,"1,083,533USD ","13,617,000원", 
아임해피,,"371,623,500JPY ",,800USD 
상감청자,,"3,084,278USD ",,"119,723USD "
천하여제,,"172,705,000JPY ",,0
스터닝어게인,,"4,374,590USD ",,"222,769USD "
유롱플라잉,,"51,475USD ",,"94,885USD "
크레이지퀸,,"274,382USD ",,0
비엔토퍼스트,"728,298,000원", ,"135,040,000원",0
원더풀브라보,,"249,760USD ","23,766,000원", 
럭키마이더스,,"205,617USD ","115,419,000원", 
미스터터너,,"742,640USD ",,"87,822USD "
에버더챔프,,"221,265USD ",,"218,237USD "
이글스그리프터,,"1,319,481USD ",,"136,041USD "
스칸다,,"941,936USD ",,"4,200USD "
런위드골드,,"224,684USD ",,"57,070USD "
관악함성,,"2,221,630USD ",,"36,328USD "
리틀보이플래시,,"405,730USD ",,"18,265USD "
투게더허그,,"1,779,012USD ",,"4,217USD "
올포비투비,,"1,936,000USD ",,"75,516USD "
바람킹,,"315,015USD ","246,497,000원", 
페더라이트,,"205,617USD ","186,043,000원", 
더블골드,,"480,001USD ","192,055,000원", 
블랙징가,,"85,630,000JPY ","27,055,000원", 
상비군,,"315,015USD ",,"92,814USD "
로열탱크,,"3,187,232USD ",,"79,652USD "
창성강자,,"3,545,062USD ",,"45,835USD "
영웅불패,,"1,267,273USD ",,"47,249USD "
선키스드,,"493,755USD ",,"18,426USD "
골드스타힐스,,"107,515USD ","15,449,000원",0
급행마,,"1,810,805USD ",,"39,894CAD "
슬링스톤,,"163,133USD ","183,655,000원", 
최고비상,,"617,310USD ",,"31,420,000JPY "
라온돌풍,,"12,891,734USD ",,"417,736USD "
골드스탁,,"3,084,278USD ","166,656,000원", 
더블에이,,"695,299USD ",,"340,836USD "
자진모리,,"1,732,000USD ",,0
모두드림,,"51,475USD ","85,690,000원", 
금아제니스,,"1,810,805USD ",,"43,100USD "
해들뫼,,"416,475,000JPY ",,"42,652USD "
레이먼드,,"315,015USD ",,"7,400USD "
태풍아이즈,,"1,732,000USD ","113,299,000원", 
환상의빛,,"396,254USD ","100,111,000원", 
풀문스카이,,"140,172USD ",,"4,680USD "
메가시티,,"107,515USD ","132,716,000원", 
금빛환향,"1,861,967,000원", ,"84,526,000원", 
레베카,,"493,755USD ",,"40,860USD "
기동대장,,"416,475,000JPY ",,"1,870USD "
비평,,"51,475USD ",,"73,752USD "
베스트빅토리,,"85,630,000JPY ","138,880,000원", 
두손왕자,,"3,084,278USD ","17,803,000원", 
행복스타,,"456,410USD ","75,012,000원", 
초오롱마,,"662,000USD ",,"21,569USD "
불사불패,,"3,545,062USD ","75,612,000원","7,700AUD "
더지존,,"439,250USD ",,"112,786USD "
주먹도끼,,"1,007,708USD ",,"1,605USD "
스마티지프,,"3,084,278USD ","234,663,000원", 
개나리송,,"274,382USD ",,"38,831USD "
클린플라워,,"3,084,278USD ",,0
카일라스댄서,,"725,296USD ",,"3,446USD "
슈퍼트릭,,"3,122,708USD ",,"31,605USD "
데블맨,,"7,712,841USD ",,"11,300,000JPY "
어울더울,,"1,037,810USD ",,"1,780USD "
마이티존,,"1,779,012USD ",,"35,670USD "
원게이트,,"1,779,012USD ",,"23,252USD "
웰빙스토리,,"480,001USD ","218,232,000원", 
스카이시티,,"621,498USD ","143,741,000원", 
슈퍼도끼,,"8,387,500USD ",,"52,156USD "
스마일메모리,,"1,606,000USD ",,0AUD 
더킹,,"158,713AUD ","202,949,000원", 
예상백승,,"396,254USD ","77,332,000원", 
스트롱샤인,,"360,010USD ",,0
러블리누트,,"1,732,000USD ","716,613,000원","1,780USD "
초원의찬가,,"1,610,604USD ","336,938,000원", 
소박한인생,,"568,629,000JPY ",,0
천리,,"568,086USD ",,"54,158USD "
손오공,,"907,470USD ","98,521,000원", 
대완마,,"51,475USD ",,"80,303USD "
원더풀플라이,,"254,672USD ","28,230,000원", 
가온포스,,"51,475USD ","408,630,000원", 
명품축제,,"172,705,000JPY ","420,130,000원", 
원더풀이블,,"254,672USD ",,"3,065,000JPY "
원더풀트루스,,"416,475,000JPY ","296,100,000원", 
업라이트,,"1,570,380USD ","123,912,000원", 
룰즈이천,,"3,084,278USD ","258,854,000원", 
킹엔아이,"1,861,967,000원", ,,"34,400USD "
라온제임스,,"416,475,000JPY ",, 
문학치프,,"1,634,200USD ",,"95,940USD "
샴로커,,"438,949USD ",,"7,200USD "
천마,,"698,574USD ",,"5,859USD "
금투사,,"163,133USD ","174,340,000원", 
큐피드파워,,"795,071USD ",,0
원더볼트,,"171,783USD ",,"216,349USD "
스트롱로드,,"548,595USD ",,"31,669USD "
테마등극,,"1,732,000USD ","232,483,000원", 
청담대로,,"638,822USD ",,"1,900USD "
태후의날개,,"278,406USD ",, 
브이칸,,"185,213USD ",,0
컴플리트스윕,,"274,382USD ","29,100,000원", 
역전의우승,,"583,280USD ",,"28,405USD "
서클댄서,,"835,142USD ","114,172,000원", 
짜릿,,"794,855USD ",,"61,839USD "
울트라펀치,,"742,640USD ",,420USD 
스피릿오브한센,,"1,810,805USD ",,"3,840USD "
스타캣,,"568,086USD ","330,540,000원", 
샤크런,,"3,728,170USD ",,0
켄터키연인,,"662,000USD ",,0
킬리의여왕,,"251,090USD ",,0
제마특급,,"172,705,000JPY ","183,810,000원", 
솔리드,,"1,503,825USD ","697,416,000원", 
지오바나,,"51,475USD ","9,426,000원", 
신부,,"339,984USD ",,0
블루밴드,,"1,503,825USD ",,0
컬러즈드라고,,"51,475USD ",,0
사이먼퀸,,"274,382USD ","226,930,000원", 
솔개바람,,"494,895,000JPY ","163,560,000원", 
함양상림,,"51,475USD ","147,579,000원", 
과천의별,,"568,629,000JPY ","55,652,000원", 
퀸스트리트,,"568,629,000JPY ","5,608,000원", 
파크데이,,"1,503,825USD ",,"54,248USD "
라온케빈,,"1,810,805USD ","109,032,000원", 
브라운로즈,,"1,810,805USD ","413,351,000원", 
드래곤보트,,"491,312USD ","58,220,000원", 
옥드림,,"804,090USD ","73,023,000원", 
글로리번,,"1,570,380USD ","137,120,000원", 
남쪽나라,,"494,895,000JPY ","188,186,000원", 
초원여전사,,"835,142USD ","180,313,000원", 
남원퀸,,"907,470USD ","116,218,000원",0
퀸포스원,,"3,084,278USD ","3,100,000원", 
세명기상,,"205,617USD ","127,460,000원", 
라오진,,"804,090USD ",, 
에이스트리플,,"339,984USD ","202,050,000원", 
투엠오케이,,"456,410USD ","118,483,000원", 
다이아펀치,,"568,086USD ",,"10,670USD "
윈트세븐,,"1,570,380USD ","87,390,000원", 
늘새아침,"190,033,000원", ,,"2,060USD "
갤럭시피스,,"3,084,278USD ",,"17,980USD "
빅토리킹,,"2,580,402USD ",,"30,132CAD "
메이슨,,"7,712,841USD ","15,808,000원", 
천지폭풍,,"396,254USD ",,0AUD 
골드레벨,,"1,607,774USD ","174,538,000원", 
대용왕,,"1,083,533USD ","44,225,000원", 
제이엔리,"579,356,000원", ,,0
코리아대장부,,"172,705,000JPY ","183,340,000원", 
감동파티,,"695,299USD ",,0
지금이최강,"1,861,967,000원", ,,"7,200USD "
대군의창,,"239,229USD ",,"274,529USD "
대군의검,,"239,229USD ",,303USD 
말리지마,,"33,840USD ",,"152,325USD "
왕펀치,,"419,360USD ",,"105,607USD "
프리엠비전,,"439,250USD ",,200USD 
월드스타크,,"1,694,180USD ",,"19,119USD "
키팩터,,"1,046,381USD ",,0
애비보컬스,,"188,432USD ",,222EUR 
스타플래티넘,,"978,960USD ",,0
위즈레이니어,,"2,533,910USD ",,"24,110USD "
황금의발,,"44,016USD ",,"118,706USD "
웰니스케이,,"996,330USD ",,"23,950USD "
베스트군함,,"37,500USD ",,"230,820USD "
베스트채플,,"493,755USD ","64,602,000원", 
더스파이커,,"1,065,147USD ",,"5,625USD "
와일드파이트,,"1,154,000USD ",,"1,401USD "
애마비상,,0,, 
그린케이,,"493,755USD ",,0
마이시스터니나,,"301,500USD ",,"360,122USD "
황표마,,"439,250USD ",,"82,440USD "
리틀빅타이거,,"6,169,800USD ",,"13,510CAD "
제너럴로즈,,"493,755USD ","66,036,000원", 
성파장,,"695,299USD ","177,011,000원", 
컴플리트모션,,"51,475USD ","112,705,000원", 
선샤인마린,,"804,090USD ","170,290,000원", 
리쉬부르,,"725,296USD ",,"94,222USD "
파워프라이드,,"339,984USD ","30,795,000원", 
캠핑매니아,,"568,629,000JPY ","169,331,000원", 
파워캣,,"1,083,533USD ",,"91,126USD "
알데바란,,"493,755USD ","48,547,000원", 
사우스반,,"274,382USD ","305,585,000원", 
모두에게,,"493,755USD ","196,280,000원", 
스피드마운틴,,"1,810,805USD ",,"39,760USD "
글로벌천하,,"339,984USD ","174,214,000원", 
캐논슈터,,"922,180USD ",,"48,594USD "
머니지프,,"396,254USD ","234,663,000원", 
늘새찬,"817,614,000원", ,"67,044,000원", 
곤설,,"804,090USD ","112,610,000원", 
창성진주,,"3,545,062USD ",,0JPY 
송암준,,"107,515USD ","75,612,000원","7,700AUD "
가자가자,"579,356,000원", ,"101,758,000원", 
케이킹,,"804,090USD ","236,827,000원", 
채플에이스,,"493,755USD ",,"3,550NZD "
빅선더,,"114,300USD ","96,601,000원", 
문학의전사,,"1,606,000USD ",,"190,402USD "
리처드오브뉴스테,,"1,319,481USD ",,"43,404USD "
금아레이스,,"1,873,588USD ",,"500,000JPY "
로열훼이버,,"118,380USD ",,"4,929USD "
럭키미스,,"568,086USD ",,"44,207USD "
제주의바람,,"1,570,380USD ","47,730,000원", 
큐피드가이,,"439,250USD ",,"78,614USD "
피닉스선,,"804,090USD ",,"29,660USD "
글로벌뉴스,,"1,810,805USD ",,0
야호스마트캣,,"568,086USD ","92,494,000원", 
매직텐,,"1,570,380USD ","254,730,000원", 
마차부차,,"804,090USD ",,0
가라가라가,,"1,503,825USD ",,0AUD 
초동레이스,,"456,410USD ","158,023,000원", 
박차오름,,"568,629,000JPY ",,"1,175GBP "
웃어라이천,,"3,294,901USD ","163,560,000원", 
베스트캠프,,"339,984USD ",,"41,280USD "
머니캠프,,"339,984USD ","82,258,000원", 
라온로키,,"456,410USD ",,"16,960USD "
선라이팅,,"1,039,000USD ",,"72,499USD "
로드위너,,"1,694,180USD ",,0
모르피스,,"1,019,200USD ",,"134,571USD "
장산카우보이,,"1,037,810USD ",,"46,200USD "
싱그러운검,,"396,254USD ","306,736,000원", 
스카이베이,,"251,090USD ",,"1,410USD "
반야동행,,"1,083,533USD ",,"86,150USD "
소통시대,"200,839,000원", ,0원, 
영롱,,"51,475USD ",,0
삼정타핏,,"703,884USD ",,"1,200CAD "
위너스글로리,,"210,553USD ",,"62,397USD "
아르고브레인,,"996,330USD ",,0USD 
라온포티어스,,"831,800USD ",,0
어메이징삭스,,"44,016USD ",,"48,577USD "
올댓스피드,,"1,182,992USD ",,"1,680USD "
스톰라이커,,0,0원,0
엠제이파워,,"598,786USD ",,0
황홀한질주,,"1,030,266USD ",,0
미스터큐피드,,"85,800USD ",,"52,591USD "
캣츠미라클,,"1,694,180USD ",,"4,970USD "
아치아치,,"832,744USD ",,"22,228USD "
우승특기,,"725,700USD ",,"182,002USD "
프로함성,,"1,706,350USD ",,"47,741USD "
장비행운,,"438,949USD ",,390USD 
라온패트릭,,"85,630,000JPY ",0원, 
인디펜던스,,"114,300USD ","121,650,000원", 
블랙윙윙,,"3,187,232USD ","112,610,000원", 
야호엠제이캣,,"493,755USD ","92,494,000원", 
천은짱,,"3,084,278USD ",,0
문학치타,,"578,302,000JPY ",,"47,220USD "
어스피스,,"249,760USD ","25,364,000원", 
윈블레이드,,"3,084,278USD ","46,605,000원", 
아즈위스톤,,"3,084,278USD ","23,940,000원", 
정문와이,,"163,133USD ",,"7,870,000JPY "
사이먼킹덤,,"274,382USD ","202,139,000원", 
골든스카이,,"396,254USD ",,"22,745USD "
딕시어게인,,"1,503,825USD ",,0
백색광채,"817,614,000원", ,"116,693,000원", 
메니스피드,,"1,732,000USD ",,"1,605USD "
레지나,,"695,299USD ","108,067,000원", 
원더풀마린,,"1,810,805USD ",,0
오피엠제이,,"51,475USD ",,"137,917USD "
서울명가,"1,861,967,000원", ,"45,240,000원", 
원더풀팡팡,,"493,755USD ","248,896,000원", 
경국지마,,"3,545,062USD ",,"25,000JPY "
오케이데이,,"915,075USD ",,"6,315USD "
윈드스카이,,"416,475,000JPY ","127,806,000원", 
거탑,,"371,623,500JPY ","174,206,000원", 
풍문으로,,"1,889,766USD ",,"32,476USD "
달순이,,"51,475USD ","109,680,000원", 
에드윈,,"254,672USD ",,0
광폭주행,,"315,015USD ","71,085,000원",0
리얼강자,,"85,630,000JPY ",,"11,300,000JPY "
매드모이라이,,"114,300USD ",0원, 
패스티스트,,"163,133USD ",,"106,365USD "
낭만스타,,"3,187,232USD ","210,254,000원", 
델타브라더,,"315,015USD ",,0
퍼스티지,,"163,133USD ",,"170,595USD "
레이즈미업,,"1,570,380USD ","44,398,500원", 
와니케이,,"315,015USD ",,0
백두의태양,,"1,570,380USD ","104,090,000원", 
하드프린세스,,"1,570,380USD ",,"898,000JPY "
아스테르,,"85,630,000JPY ","122,395,000원", 
맥파이,,"278,406USD ",,"47,584USD "
반지의함성,,"1,503,825USD ",,"5,140USD "
인디레이디,,"2,612,516USD ",,"129,424USD "
아레스선더,,"1,570,380USD ","134,698,000원", 
선더머니,,"114,300USD ","145,668,800원", 
흥깨비,,"491,312USD ",0원, 
실버디자인,,"1,810,805USD ",,"42,652USD "
한일매직,,"493,755USD ",,"6,570USD "
축복의열매,,"1,732,000USD ","167,070,000원", 
정문케이,,"315,015USD ","102,480,000원", 
창성일호,,"3,545,062USD ","106,239,000원", 
샛별이,,"133,833USD ","52,174,000원","9,525NZD "
매치퀸,,"1,083,533USD ",,"82,046USD "
요리조리,,"1,037,810USD ",,0
골드블루매직,,"710,480USD ",,"8,740AUD "
에모리삭스,,"405,730USD ",,612USD 
파이널에센스,,"1,227,875AUD ",, 
소울리마제스틱,,"239,229USD ",,"148,804USD "
달려라레오,,0AUD ,,0AUD 
영광의댄스,,"1,146,340USD ",,"152,760CAD "
금성여왕,,"194,608USD ",,"132,336USD "
스트롱큐피드,,"529,566USD ",,"13,491USD "
더불어숲,,"210,553USD ","150,992,000원", 
두만강,,"396,254USD ",,0
스트롱러너,,"416,475,000JPY ","39,730,000원", 
몬스터퀸,,"278,406USD ",,0
제주의흑선,,"568,086USD ","90,960,000원",0
강철시대,,"1,610,604USD ",,"21,527USD "
에이스캔트,,"516,977USD ",,"14,766USD "
사이먼리치,,"274,382USD ",,0
광야불기둥,,"3,084,278USD ",,"8,764USD "
슈마,,"51,475USD ","37,873,000원", 
승리나래,,"163,133USD ",,"25,310USD "
커버걸저스티스,,"1,353,125USD ",,0
최강고수,,"719,130USD ",,"23,330USD "
승리사랑,,"3,187,232USD ",,"232,267USD "
대군제패,,"224,684USD ",,"179,408USD "
그레이트조이,,"818,225USD ",,"27,850USD "
백산군주,,"804,090USD ","170,290,000원", 
블루마스타,,"1,046,381USD ",,"6,321USD "
삼육으뜸,,"2,746,060USD ",,0
잘루지,,"742,640USD ",,"109,920USD "
화이어드림,,"1,283,145USD ",,"8,008USD "
러브잇,,"459,300USD ",,"113,100USD "
와와여장부,,"315,015USD ",,0
실버울프,,"771,359USD ",,"68,700AUD "
마스크,,"416,475,000JPY ",,0
파노라마쇼,,"1,080,700USD ",,"119,806USD "
가온챔프,,"1,503,825USD ","408,630,000원", 
청담도끼,,"1,146,340USD ",,"8,740USD "
천지가,,"703,884USD ",,"2,845USD "
리드머니,,"396,254USD ",,"2,575USD "
파랑주의보,,"385,807USD ",,0
천지스톰,,"7,712,841USD ",,"50,350USD "
신의명령,,"1,810,805USD ",,0GBP 
슈퍼플루이드,,"4,368,214USD ",,"35,280USD "
위너레드,,"232,895USD ",,0
최강실러,,"2,088,853USD ",,"39,720USD "
케이엔블루,,"804,090USD ",,0
이겨주마,,"1,889,766USD ",,"24,815USD "
서울의별,,"568,629,000JPY ","217,833,000원", 
황금비상,,"10,501,800USD ",,"89,509USD "
알파칸,,"3,545,062USD ",,600AUD 
붕마드림,,"444,066USD ",,0
대박이다,,"1,721,297USD ",,"112,524USD "
아르고플라잉,,"51,475USD ",,"21,215USD "
